"","year_harvest","yield_anomaly","NUMD","IRR","ETP_1","ETP_2","ETP_3","ETP_4","ETP_5","ETP_6","ETP_7","ETP_8","ETP_9","PR_1","PR_2","PR_3","PR_4","PR_5","PR_6","PR_7","PR_8","PR_9","RV_1","RV_2","RV_3","RV_4","RV_5","RV_6","RV_7","RV_8","RV_9","SeqPR_1","SeqPR_2","SeqPR_3","SeqPR_4","SeqPR_5","SeqPR_6","SeqPR_7","SeqPR_8","SeqPR_9","Tn_1","Tn_2","Tn_3","Tn_4","Tn_5","Tn_6","Tn_7","Tn_8","Tn_9","Tx_1","Tx_2","Tx_3","Tx_4","Tx_5","Tx_6","Tx_7","Tx_8","Tx_9"
"2646",42,0.828188477641261,49,3,0.490394,0.722871,1.70908,2.057,3.20513,4.41534,3.51075,3.34536,2.32257,0.532122,2.73547,1.29807,3.1339,1.62573,1.21279,3.44272,1.34579,1.27486,54.6124,65.5458,146.783,151.143,205.864,262.33,212.43,201.336,148.98,0.364104,0.581805,0.290666,0.554965,0.546671,0.200355,0.476664,0.212766,0.344681,2.13845,3.80923,3.18731,6.05586,11.5092,14.0702,13.5264,14.6972,11.7756,6.23714,10.0979,12.0367,13.8737,19.2769,22.8615,21.7381,25.1649,21.8259
"1275",13,1.3450838480341,24,3,0.532801,0.772358,1.34585,2.33987,2.28841,2.83494,4.40714,3.10054,2.42389,3.04215,1.65712,1.24292,1.57851,4.21937,2.1716,1.13362,2.00017,2.35603,49.8076,92.1334,131.347,179.5,164.027,191.809,269.381,203.071,177.651,0.59375,0.156622,0.377352,0.304514,0.596774,0.528472,0.139785,0.394153,0.353819,2.34732,1.45726,0.565563,6.78283,10.5412,11.8066,15.5939,14.0643,11.13,7.17936,7.24447,7.7262,16.0247,17.8302,18.1422,25.6796,22.1913,21.1931
"1965",35,1.48841401338493,36,3,0.624201,0.96155,1.44682,1.9591,3.30797,4.39465,4.61125,4.35658,2.19707,0.0730428,2.05076,3.11178,3.74547,1.10011,0.15273,0.134926,0.596595,4.61055,88.8045,115.896,154.816,174.029,244.127,282.801,286.819,268.234,161.133,0.0782796,0.220476,0.349677,0.478667,0.422366,0.114667,0.113548,0.0976344,0.333333,3.5375,1.66729,3.37779,7.43739,11.3419,15.4077,16.4575,18.5773,14.3464,9.81271,9.29615,10.6218,14.006,19.0326,23.3648,25.0894,27.2612,22.2623
"4104",30,0.13342610526195,76,3,0.460829,0.722704,0.844077,1.7647,1.94764,3.30112,4.07835,3.3487,1.9066,2.88925,2.29298,3.15157,2.15579,5.61962,2.30677,2.65683,1.56454,1.99862,31.9769,68.3077,84.7806,151.693,146.669,225.799,257.44,216.22,149.767,0.70778,0.567275,0.665402,0.432026,0.757748,0.416993,0.358001,0.244782,0.287582,3.29901,0.507865,2.37999,6.07357,10.8067,12.6913,14.4422,14.4495,10.7167,8.0783,6.53384,8.63078,14.5948,17.6109,20.7001,23.6919,24.6224,20.0148
"3245",52,-0.77643828561027,60,3,0.509254,1.05282,1.72379,3.18508,3.42131,3.93902,4.47778,3.13442,2.44052,1.68349,2.55559,2.07947,0.748179,1.10963,1.55798,0.443758,1.08208,1.5819,53.2552,92.866,141.171,227.771,225.84,242.154,255.589,186.493,156.206,0.419079,0.597375,0.413841,0.210541,0.319272,0.3151,0.115798,0.24676,0.312821,-0.472007,1.45681,3.58289,6.26636,9.2598,14.1053,16.1301,13.7345,10.31,4.55207,7.41665,11.3523,16.762,17.4235,22.7567,26.0153,23.3016,21.451
"4860",17,-1.11976134732645,90,4,0.625805,0.903995,1.35681,2.46939,2.72247,4.30818,4.54508,3.5659,1.92596,3.87977,0.718974,2.81888,1.74522,2.01498,0.4811,1.45423,1.23627,3.46954,42.0208,96.8321,111.652,175.415,184.725,269.112,269.358,219.982,129.524,0.541152,0.173565,0.364486,0.436449,0.396443,0.151402,0.150136,0.216762,0.474455,5.73935,4.45465,4.23476,6.37762,9.48313,13.4081,15.4395,16.1903,13.0973,9.74265,11.2968,9.59523,13.1924,15.8861,21.2979,23.9458,24.6252,19.7261
"3043",40,0.308254945877165,56,5,0.552852,0.991603,1.74295,1.7197,3.80871,3.73544,3.64942,3.84357,1.91303,2.3933,0.318407,0.737761,4.6223,0.821507,1.47656,1.06489,0.801424,3.10099,52.2174,88.3665,134.488,129.244,243.23,226.327,219.383,226.871,125.404,0.401645,0.160714,0.149273,0.697712,0.296648,0.422549,0.321316,0.248261,0.644444,2.0065,-0.739952,3.24236,6.25902,10.0866,12.2297,13.3314,12.6867,11.2592,6.915,9.67271,12.3591,12.298,20.1592,22.1331,22.7158,25.8472,19.6014
"1461",28,-0.906164127779293,27,5,0.380642,0.472594,1.22484,1.17995,2.67854,3.80483,4.60466,3.36792,2.29416,3.29176,2.73669,0.827566,8.96847,2.7974,1.22202,0.451584,1.61924,2.68364,44.2871,70.1012,134.528,110.306,202.257,253.853,284.317,229.124,176.324,0.537002,0.408964,0.345667,0.598366,0.395636,0.252288,0.0483871,0.265338,0.195098,-1.32717,-4.40869,0.6778,3.09997,9.71651,11.6638,13.9011,12.4397,10.6833,3.87032,1.90448,10.1453,9.65382,19.5859,22.1276,25.3902,24.9885,21.2769
"439",56,1.13437407053441,8,3,0.366708,0.710786,1.63734,2.33589,2.78813,4.14848,3.17314,2.73245,2.47691,6.56764,4.02009,3.56117,3.72307,4.20712,3.61175,4.53399,3.09922,1.43917,59.4363,93.7424,161.027,194.874,224.656,274.477,209.094,191.782,188.496,0.629247,0.763333,0.376774,0.485778,0.502366,0.490222,0.588817,0.685161,0.448889,1.75018,0.26035,2.25016,6.12652,6.99572,12.2576,12.866,12.7566,11.2107,7.72351,7.84927,10.6085,14.3517,14.409,20.383,20.0608,19.8461,20.8261
"2243",41,0.357382879336841,41,1,0.275026,0.331616,0.980445,1.4196,2.37987,3.08503,3.55698,2.36395,1.68503,4.31691,9.09257,3.35356,7.08093,5.3776,6.57603,3.46992,5.69225,6.28443,56.8041,68.8412,131.528,150.731,195.164,238.356,254.219,184.756,146.422,0.470465,0.618738,0.407625,0.744589,0.758274,0.619481,0.478006,0.696271,0.61645,-2.56842,-5.46848,-0.339368,1.66772,9.02935,8.63468,12.2642,12.148,10.309,2.50675,-0.204022,6.88054,8.45376,15.8465,16.4834,20.482,19.5792,17.9713
"2433",44,-0.0978829581977365,45,4,0.785617,1.24851,1.54272,2.70003,3.08364,3.89055,3.59861,2.76959,2.30665,0.844067,2.92825,2.17312,0.411548,2.27901,2.06777,1.6018,1.76488,0.600486,45.7841,57.8591,109.163,170.31,186.214,226.272,202.282,159.869,143.782,0.425806,0.678571,0.277419,0.226667,0.483871,0.3,0.251613,0.477419,0.126667,4.15791,5.876,6.04422,7.23763,10.8387,14.8311,15.2232,15.7028,11.7809,8.16123,10.9352,13.1229,16.0382,17.6448,22.4738,22.975,23.269,20.0277
"4812",26,0.406454061108283,89,4,0.610371,0.858988,1.42378,3.23065,2.52753,4.41905,5.85993,3.35509,2.30995,2.37481,1.47943,2.00683,0.785701,4.57017,2.44366,0.026471,2.71134,1.56947,55.9945,81.0349,119.981,229.415,175.658,261.017,307.91,213.51,166.39,0.26822,0.366539,0.402628,0.146914,0.529271,0.339506,0.0155317,0.241935,0.196914,-0.416014,-1.54082,0.950585,3.41396,7.71298,12.731,15.3077,13.3667,10.3642,7.16707,7.63834,10.9085,16.9078,16.2837,23.5123,28.4488,26.2724,20.9545
"4159",28,-0.88312337290768,77,1,0.314181,0.346647,1.02431,1.06732,2.30724,3.67615,4.15462,2.7954,1.88626,3.80836,2.06225,2.18279,5.41485,3.17341,1.31166,1.47269,2.42755,2.84647,31.2715,58.9756,112.456,92.5593,171.895,236.511,264.159,190.002,153.415,0.805977,0.481092,0.429791,0.794853,0.560958,0.277941,0.180503,0.524431,0.315196,0.34234,-5.52781,0.967269,3.54533,10.1571,13.1483,14.6472,13.1378,10.4932,4.59385,-0.522774,8.69624,9.43184,18.1272,21.947,24.3813,22.8759,19.9961
"3259",17,-0.845128332637654,61,1,0.677854,0.719977,1.2152,2.08813,2.45148,4.19121,3.40184,3.10329,1.77315,3.82771,0.864974,3.50051,2.29668,2.22588,0.526507,1.42901,1.95966,3.75273,32.9413,78.5992,84.8214,152.087,165.614,272.356,209.972,199.831,115.897,0.711375,0.236842,0.651952,0.578246,0.419015,0.104561,0.40747,0.389134,0.578246,6.28315,4.36474,4.11608,5.80473,8.57207,11.8123,14.0521,14.9449,11.5968,9.802,9.05942,7.5792,10.4643,12.4237,17.275,20.0328,21.6203,17.7283
"3203",10,0.951708316925908,60,3,0.620258,0.687549,1.60947,2.41778,2.91115,3.50704,3.75332,2.63903,1.69147,1.69063,2.24161,1.28433,1.20539,1.62495,2.34922,2.14055,1.60387,3.10854,46.1968,68.6135,122.37,186.715,201.333,218.834,238.172,166.061,125.232,0.411635,0.496905,0.303557,0.307123,0.379928,0.351567,0.465123,0.439206,0.51453,2.49247,1.95864,4.17408,5.23193,7.89039,12.2604,13.2512,13.8745,10.9167,7.78664,7.42579,11.3461,14.9967,15.8514,20.4601,22.4361,21.7716,19.6492
"1602",7,0.939411793627817,30,5,0.310593,0.646185,1.51537,1.76442,2.43431,3.36724,2.72597,2.35771,1.30588,3.10674,0.287929,1.63058,1.10676,2.08322,1.44967,0.952643,2.89982,4.4083,29.6728,70.2243,117.369,134.583,165.121,209.786,164.063,151.23,97.962,0.638777,0.173363,0.438172,0.538889,0.487903,0.424653,0.295027,0.452285,0.6125,1.12566,-1.2224,2.94833,5.04153,8.76575,11.5808,11.8679,11.9109,8.61752,5.27233,3.41574,10.0831,11.9914,16.0165,20.1717,19.6063,20.6087,16.8082
"3608",37,-0.151172324853657,67,1,0.463609,0.64253,1.29954,1.86015,2.75819,3.47493,4.09133,3.16505,1.41578,5.47963,2.80968,3.5668,2.85876,2.58087,1.60213,3.08501,1.67344,3.42364,42.0689,65.3676,125.036,161.622,213.232,235.436,251.141,204.172,120.767,0.770833,0.717634,0.62164,0.420139,0.337366,0.388542,0.336021,0.392137,0.654514,0.00306214,3.36797,0.990854,5.39293,8.93827,11.4434,16.4928,14.8831,9.50838,4.36837,8.27859,7.84359,12.3617,17.6283,19.1884,25.8871,23.8432,16.3321
"1100",2,0.519347660151175,21,1,0.264021,0.482592,0.985361,1.88985,2.8335,3.10694,2.05876,1.6693,1.2491,1.97025,2.04758,1.67072,0.522371,1.95757,2.58714,2.70935,5.7012,3.01174,36.0094,55.3344,102.776,150.918,204.846,209.46,143.313,128.62,114.077,0.52704,0.649087,0.365275,0.268873,0.35982,0.470098,0.705882,0.718928,0.459559,-1.28786,0.803505,3.86223,4.18605,9.98944,13.2524,12.2435,12.9833,9.38983,3.59214,6.55387,11.3103,13.3015,19.6526,21.5192,19.6407,20.4052,17.1652
"886",4,-1.70906335331996,17,4,0.752966,1.17572,1.62406,2.67082,2.94397,5.01058,4.01171,3.80468,2.6384,3.38444,1.10523,3.92926,1.3885,2.08115,0.444018,1.00587,0.513547,1.79622,44.8627,86.1304,115.06,179.294,183.671,296.984,236.155,218.409,162.268,0.467742,0.387662,0.359238,0.406364,0.465103,0.0248485,0.334311,0.240762,0.294849,4.53957,2.8678,2.40376,7.12513,9.80354,12.8697,14.7265,15.3584,12.6883,8.62832,8.72669,9.08697,14.3952,16.1776,22.3513,22.8761,23.9009,21.4938
"825",57,-3.689246517835,15,1,0.328684,0.653237,1.35902,2.80877,3.58813,4.52639,5.35588,3.67205,2.07426,3.00515,2.80718,2.59594,2.67759,2.14912,2.59784,1.79887,3.52128,5.22882,64.2756,102.474,141.583,224.264,267.736,293.226,306.561,237.675,183.758,0.474654,0.483516,0.569302,0.326007,0.356257,0.369963,0.23396,0.292804,0.328938,-1.19673,-2.81745,2.07533,5.21686,7.81014,12.4166,14.9247,12.5998,7.54116,4.33433,2.53897,8.96416,13.6407,16.2697,21.785,25.1175,22.274,15.7701
"3593",22,-0.0848293043697774,67,1,0.26841,0.54434,0.784074,2.02117,2.98146,2.55669,2.45809,2.42751,1.6856,2.583,2.4629,1.969,1.35253,1.76293,4.2452,4.81729,2.17031,1.71279,38.7479,72.6095,87.6416,172.414,211.379,180.198,168.196,174.365,141.187,0.40961,0.286997,0.468078,0.397569,0.388441,0.693056,0.62164,0.394489,0.277083,-1.90141,2.22671,2.49113,3.63293,7.88171,11.4178,12.1513,13.7681,11.1088,1.42575,7.4336,7.87244,11.3037,15.9582,17.7669,18.3147,21.1085,18.966
"1038",42,0.94841103252067,19,1,0.345957,0.692678,1.53684,1.83139,2.81069,4.11446,3.39764,3.06474,2.08981,0.978174,5.12798,2.21451,6.18855,3.71211,2.20954,3.96655,3.01685,2.66746,73.5826,91.0445,159.188,158.786,213.549,270.626,235.637,213.02,168.499,0.314688,0.500367,0.318806,0.680851,0.680165,0.265248,0.599863,0.486959,0.37766,-0.775163,1.61442,1.47014,4.75229,10.0074,13.1404,12.1742,13.1265,9.83218,5.22657,9.39826,11.5243,13.0497,18.4468,22.0983,20.8182,23.9924,20.78
"4384",25,0.748219590073946,81,1,0.675261,0.703967,1.15426,1.65574,2.26256,3.31317,3.77181,3.37717,1.73664,2.24199,2.50932,2.27006,2.95651,3.52181,1.93735,1.15146,0.815077,3.07319,31.486,74.0733,93.5908,120.502,161.763,212.875,230.968,210.38,108.669,0.637742,0.403929,0.489677,0.852333,0.707419,0.400667,0.274194,0.215806,0.481,4.53199,-0.245389,3.62581,5.03522,8.00562,12.2574,15.897,14.195,11.496,8.24593,3.92307,8.34949,10.9505,13.4186,18.0483,23.4939,21.6011,17.9496
"1692",45,-0.68573248742296,31,2,0.698837,0.893205,1.76835,2.59138,2.81171,3.597,3.66798,3.44764,2.45046,4.36189,3.20687,1.42728,1.51071,2.30743,1.43965,1.54364,0.26727,0.924434,43.3812,68.4285,127.195,174.881,179.603,212.118,210.339,198.583,149.312,0.611111,0.719907,0.385603,0.395062,0.560036,0.486111,0.488351,0.163381,0.377469,3.3751,3.67472,6.3299,6.53421,9.16898,12.5666,14.2314,14.8757,10.7878,7.85822,8.80015,13.6752,15.2355,15.3439,20.3477,21.2945,25.0509,20.8669
"1586",48,0.550344749060356,29,2,0.356309,0.577544,1.31323,2.31603,2.78302,4.00895,4.50694,2.72118,2.32487,1.58784,2.27695,2.60688,0.915228,2.02191,2.18412,1.81347,2.53488,0.733903,42.8129,57.5856,108.173,172.311,179.032,243.883,250.198,162.445,141.469,0.347125,0.565606,0.588359,0.273188,0.673913,0.242754,0.386045,0.546634,0.388043,0.772039,0.672535,2.26656,4.82662,9.46849,12.157,16.2947,12.9299,13.225,4.8283,5.12309,8.15576,13.1181,16.8798,21.8371,27.0587,19.8783,22.6865
"1083",30,-1.18358090925631,20,2,0.631667,1.04811,1.64609,1.7818,2.76337,4.12068,5.1943,4.48704,2.55312,4.90582,2.39726,2.7592,3.6453,2.21362,1.25005,0.041298,0.245476,0.433832,65.0987,115.988,148.343,168.817,217.925,288.978,324.28,280.575,193.135,0.461877,0.467085,0.284946,0.536364,0.298143,0.322222,0.0190616,0.173021,0.114141,5.22949,2.91192,4.21974,7.19572,11.7972,13.6143,17.2605,16.9033,13.2765,10.6343,9.51811,10.6387,13.1369,17.3675,20.1187,24.4759,25.3293,21.4079
"967",28,-0.827895842137884,18,2,0.354802,0.469889,1.01278,1.49088,2.42141,3.89019,4.15219,2.82074,2.0309,2.44406,2.84296,2.39368,3.52568,3.31143,0.534035,0.425372,2.91009,3.03982,34.0707,69.8779,104.675,123.148,169.583,238.684,258.905,184.257,154.406,0.766407,0.45782,0.483037,0.766092,0.524194,0.281609,0.0695217,0.348165,0.284195,1.36582,-4.35387,1.51975,3.29215,9.69856,13.2437,13.847,12.3075,9.12056,6.31539,1.02915,9.66934,9.90411,17.629,22.3307,24.4869,22.1281,19.2649
"2380",13,0.80915567189628,44,5,0.392509,0.66012,0.92813,1.3295,1.62682,2.53001,3.35819,2.91048,1.9354,4.55864,7.28904,4.31813,4.52995,5.21118,4.62641,2.20409,3.05782,3.58706,61.6798,100.637,130.587,133.421,144.681,201.26,235.59,221.113,174.101,0.541475,0.40102,0.485714,0.482857,0.779724,0.577619,0.505991,0.547465,0.373333,-0.553883,-0.543421,-2.70793,4.48315,6.9155,8.74868,13.6847,12.9124,10.024,5.84252,5.52933,3.09673,11.4197,12.5754,14.8918,20.8087,19.5844,17.4728
"943",4,-1.13802988714417,18,2,0.55854,0.751484,1.21353,2.22056,2.56748,4.27897,3.34962,3.4597,2.11999,2.51766,1.26882,3.57614,1.78588,3.143,0.285321,1.56959,0.552464,0.98952,41.3297,76.1107,111.252,165.94,178.852,272.91,211.024,210.383,143.868,0.587875,0.253695,0.436596,0.462644,0.634594,0.152011,0.28921,0.178254,0.161782,2.25812,-0.00823293,0.0816035,5.20676,8.15257,11.2283,12.9512,13.1629,9.21642,6.80165,6.11458,6.99589,13.2287,15.2394,21.4373,22.7477,24.5108,20.7828
"2195",50,-0.106872723884143,40,1,0.398043,0.816251,1.11638,1.63547,3.19352,3.07245,3.6317,2.65455,1.7482,2.55256,1.7563,3.82091,4.12276,3.02781,2.48615,2.00947,4.561,3.87728,46.9702,96.2896,109.881,144.291,225.947,207.676,236.111,184.107,148.7,0.603855,0.410008,0.820614,0.724797,0.446105,0.623984,0.411094,0.658537,0.442683,0.937383,0.116731,1.48824,4.61737,11.1317,12.9836,14.1009,13.436,8.5733,6.46858,9.29283,8.41772,11.86,20.4739,21.0267,23.5364,22.0294,17.8302
"2649",45,2.1347528349267,49,3,0.512201,0.878818,1.76225,2.82247,3.02803,4.05259,4.01601,4.07541,2.48897,2.73544,1.36487,0.679828,1.05309,1.97677,1.71042,2.39888,0.397522,1.91715,50.75,89.4795,142.536,197.676,200.102,237.952,234.364,227.802,160.215,0.58442,0.37462,0.181537,0.225887,0.391901,0.378369,0.24022,0.122855,0.197163,0.331146,0.998541,4.91532,6.39937,10.2942,16.4393,15.7993,17.8076,11.0337,5.258,7.44133,15.3035,16.8527,18.702,25.9199,25.4772,30.3872,22.4434
"2864",32,-1.37327979450053,53,4,0.555289,1.08647,1.88431,2.49043,3.82166,3.15501,4.78598,3.72208,2.18314,1.10057,2.80278,0.177878,1.63588,0.909528,1.69818,1.33549,0.477831,0.639993,37.7595,67.2976,145.479,170.87,239.604,189.522,256.461,213.68,151.539,0.303922,0.646359,0.0641999,0.380719,0.291588,0.449346,0.185642,0.127135,0.162418,2.70721,4.46575,2.34295,4.44709,10.1593,11.4224,14.0031,13.6485,8.09586,7.4608,12.704,13.7122,13.4077,21.9482,20.0579,25.7401,27.2171,21.2985
"419",36,0.356830579735246,8,3,0.499656,0.636829,1.76063,1.77835,3.19421,4.25566,4.62893,3.81624,1.99923,3.32503,5.82707,1.81816,7.37313,2.76098,3.49662,0.651055,0.954026,4.7063,79.6356,90.2673,167.988,163.262,245.207,283.262,291.619,244.164,158.87,0.590968,0.510952,0.250753,0.700889,0.415914,0.288889,0.243011,0.269677,0.66,0.218091,1.02301,4.95171,2.83018,8.59626,11.7005,15.7814,15.5283,9.51074,6.82476,7.64669,13.9274,9.58832,17.6665,20.9754,25.7109,25.5873,17.7191
"3581",9,-0.874451700092945,67,1,0.239084,0.665521,1.21253,1.83729,2.45886,3.15331,3.75604,2.49963,1.16219,1.43975,2.08885,2.17472,1.37618,2.91083,1.86065,1.93486,3.07949,3.75023,33.9104,71.3346,102.425,156.664,184.311,219.626,250.675,179.293,108.695,0.383401,0.523438,0.519153,0.269444,0.585685,0.417361,0.277218,0.496304,0.669792,-0.531183,1.14202,3.33504,3.38138,8.22408,11.1823,15.0304,12.6997,10.2244,3.69136,6.36676,9.54193,11.626,16.4778,19.0788,24.0339,21.0372,17.6207
"3085",25,-0.28404707449284,57,2,0.414688,0.549655,1.25273,1.52815,2.11478,3.34569,4.25635,2.77424,2.2559,1.27063,4.00473,2.06121,4.20836,4.43229,1.41654,1.4529,3.17702,1.96065,59.8934,79.9937,128.712,129.655,171.739,226.182,265.484,193.606,175.801,0.353614,0.537071,0.36913,0.562447,0.568804,0.292405,0.240506,0.483463,0.2173,1.8767,0.358762,3.3855,5.88043,8.47749,13.4093,17.9088,14.8312,12.5376,8.02154,6.25971,11.3532,13.7266,15.9611,22.8692,29.3281,24.1325,22.3728
"1513",32,-2.90718376238232,28,3,0.556534,1.05387,1.79674,2.49785,3.93628,3.10071,4.77574,3.78569,2.20639,1.07296,2.53581,0.370786,1.82234,0.279148,1.95076,0.909656,0.545185,1.08476,33.1126,65.2882,132.861,169.984,241.481,185.705,259.111,212.12,145.1,0.348387,0.67619,0.174194,0.461111,0.0989247,0.604444,0.210753,0.209677,0.168889,2.81293,5.02229,3.96441,4.8519,11.3465,11.8056,14.9026,15.2316,9.40637,6.78052,12.2294,12.9102,13.0715,21.0807,19.3041,24.6788,26.5697,20.0353
"4315",13,1.1347449555214,80,3,0.420004,0.645716,1.18942,2.59309,2.52258,2.71466,4.19242,2.52515,2.27834,2.11685,1.24334,0.998928,0.975991,3.34084,2.89299,1.5671,1.99353,0.376731,30.3635,59.0936,104.465,187.318,171.695,168.773,247.503,153.844,158.361,0.479362,0.324885,0.391606,0.0831541,0.44086,0.527599,0.210545,0.460631,0.203226,-0.0431763,0.825682,-0.0845479,5.0191,10.2699,11.1859,14.2618,13.2467,8.65945,4.92858,6.42663,6.86814,16.3188,19.5698,18.7197,25.0083,22.4353,20.8014
"3507",47,0.07027514737681,65,1,0.324255,0.432929,1.10994,1.93926,2.98523,4.07716,3.57854,3.15075,1.98147,2.34317,2.79627,1.18977,2.45195,2.21161,1.78789,4.0052,1.82957,2.62566,52.3144,77.5364,117.542,169.454,225.225,273.643,227.104,220.176,154.841,0.635449,0.627112,0.420049,0.655556,0.473118,0.322581,0.652792,0.38675,0.482079,0.358739,-2.57529,1.62355,5.32135,8.1072,12.0262,14.0336,11.4713,10.5866,4.86684,2.8449,9.82408,13.835,17.2265,22.7761,22.4611,20.7907,20.7184
"114",57,-0.551464204579286,2,2,0.334769,0.572433,1.38632,2.63494,2.53199,4.07574,3.95825,3.2397,1.76846,2.36619,2.29168,1.26481,1.39078,1.58298,0.889074,1.21751,2.78947,2.58077,25.1195,58.8278,118.079,193.674,178.284,246.463,223.544,187.361,120.061,0.584607,0.436717,0.352858,0.25848,0.477646,0.165789,0.336163,0.384833,0.540936,1.19379,0.225534,2.40531,5.19836,8.14999,11.0836,14.4677,14.7959,9.34012,5.16629,4.91819,9.78278,14.8534,16.475,21.4439,24.391,24.2525,16.9862
"3108",48,0.175646079051697,57,2,0.400986,0.730443,1.32776,2.80887,3.25464,5.11891,4.51177,3.5283,2.39227,1.68313,2.33399,4.83916,1.24014,2.38675,1.99833,2.17708,2.30583,5.69117,59.7025,101.132,117.437,224.138,228.47,300.859,263.874,226.554,161.196,0.430788,0.447559,0.724786,0.28481,0.471621,0.277637,0.368314,0.548387,0.4827,1.04221,-0.0142341,4.64122,6.6236,10.5093,15.1421,18.8305,13.2122,14.4469,6.96393,6.98003,12.7533,16.8614,19.8266,26.115,29.5908,23.011,24.0734
"2770",52,-0.226872668000025,51,2,0.166879,0.518635,1.20523,2.67171,2.44162,3.53172,4.26313,2.78188,1.90266,2.73629,4.32625,2.79116,1.7904,3.90618,3.38123,2.18388,6.35757,3.68559,43.2612,66.5335,128.011,222.697,187.765,243.604,265.909,196.151,162.536,0.626444,0.748236,0.396655,0.285597,0.643967,0.589712,0.466348,0.654321,0.445267,-4.65341,-2.00463,-0.238641,4.27294,7.76054,12.0775,14.7252,12.346,7.90178,0.632846,3.9359,8.75007,15.401,14.4107,20.5399,24.9408,20.9489,18.1562
"991",52,0.262848964274118,18,2,0.274918,0.715946,1.31897,2.62732,2.73876,3.29074,3.95415,3.01617,1.96648,1.57822,2.4217,2.07237,0.483518,2.82826,2.1819,2.11967,1.61842,2.42871,43.8738,78.0134,124.998,201.998,200.422,216.366,239.258,191.973,145.371,0.474138,0.653017,0.39683,0.240805,0.542825,0.552011,0.26307,0.35317,0.357759,-1.74794,0.372234,2.08746,5.97723,8.43765,13.3698,15.9197,13.636,9.68555,2.66792,5.95724,11.2716,16.7472,16.2384,21.734,25.8338,23.3165,20.0902
"1190",35,-0.330456464502506,22,1,0.344359,0.732953,1.41835,2.12337,2.82395,3.78519,3.46816,3.15502,1.79204,2.81923,0.949968,0.900648,2.64154,1.81776,3.34014,1.35692,0.602762,6.14751,44.8585,73.3205,127.454,161.011,199.527,243.15,218.087,200.201,125.399,0.612317,0.236364,0.181818,0.658182,0.449853,0.27,0.561584,0.302639,0.636061,5.88264,2.06408,3.68887,6.42621,8.32664,11.5228,12.3715,10.8672,9.5844,9.8833,6.89874,11.0786,12.8535,15.7091,19.249,18.9872,20.3808,16.9807
"4306",4,-0.0163017642982766,80,3,0.618804,0.915747,1.18489,2.06063,2.52786,4.14869,3.11213,3.13373,2.00467,2.22999,1.28308,2.46415,1.47211,1.51159,0.364786,1.46433,0.928012,1.43092,35.4349,62.7616,104.05,132.794,163.518,252.724,184.312,187.958,128.227,0.587236,0.365591,0.347208,0.392115,0.621228,0.0942652,0.383628,0.219216,0.208602,2.28728,0.550538,0.0760477,5.42554,7.54602,10.8646,12.4394,12.3637,8.98914,6.51118,5.91328,6.43594,12.6007,14.9586,20.7231,21.4795,22.6451,19.8776
"3772",30,1.05755677541562,70,2,0.581416,0.857813,1.09954,2.51524,2.79624,3.48772,3.00663,3.01777,1.71575,4.09562,2.77208,3.66479,1.08087,2.39255,1.00443,3.82304,1.29598,2.04546,30.2971,62.7677,72.0345,181.503,176.724,204.646,176.093,181.948,107.073,0.78895,0.662876,0.694235,0.232979,0.602265,0.293972,0.559712,0.36582,0.526241,4.12696,1.52497,4.05849,4.62879,9.86986,11.2726,12.6711,12.5663,10.7648,8.37899,6.86593,8.38916,13.7608,17.5061,18.6955,19.8404,22.2245,17.7146
"41",41,1.33751695765851,1,3,0.338403,0.383886,1.13852,1.57361,2.48225,3.33923,3.64012,2.44045,1.91881,4.65899,6.82408,3.42486,4.89744,3.61426,3.43401,2.81546,2.94921,5.35732,46.1031,59.3961,117.052,141.831,183.959,231.924,239.62,176.515,140.509,0.523843,0.640528,0.40007,0.727536,0.578541,0.478986,0.327139,0.539621,0.542029,-0.0634301,-2.24556,1.91783,4.26977,11.4219,10.6417,14.6381,13.9902,12.2031,6.13992,3.27171,10.9228,12.8661,19.7526,20.2817,24.386,23.4878,22.1557
"1744",40,0.418719272962665,32,4,0.785587,1.49917,2.36143,2.04214,3.73315,4.21201,5.26613,4.52768,2.29357,2.63461,0.509087,0.191628,6.59393,5.75321,0.653405,0.407129,0.954104,3.87078,67.2087,125.419,159.115,156.782,233.129,251.956,280.665,238.85,150.489,0.321551,0.12614,0.0665752,0.420213,0.302334,0.201773,0.147907,0.240563,0.39539,3.04994,2.83738,4.9927,6.38587,12.1326,15.4021,18.4761,17.284,13.0076,9.04715,13.2703,14.6301,14.8429,21.816,25.1471,28.9114,28.9465,22.8474
"3158",41,0.834818130434329,58,5,0.620909,0.861029,1.71951,2.23024,2.84388,3.83586,4.13142,3.17433,2.40057,1.42031,2.42411,1.91609,3.31055,2.77292,1.15838,2.36098,2.82573,3.3615,52.8753,80.0116,132.224,154.784,179.606,228.839,238.045,187.503,144.081,0.459386,0.668675,0.426351,0.744578,0.537116,0.279518,0.336183,0.430237,0.517269,2.86988,2.81462,4.99347,7.89416,13.2832,13.9254,16.7954,16.5751,13.9496,9.61754,8.68647,14.294,16.2902,21.8353,23.3494,26.333,26.0019,24.5977
